Post ID,Platform,Date,Content Type,Post Text,Likes,Shares,Comments,Impressions,Reach,Clicks,Hashtags Used.1,Hashtags Used.2,Hashtags,Campaign_Name,Engagement_Rate,Total_Engagement,Start_Date,End_Date,Campaign_Phase,,Task 1,,,,,,,,,,,,,,,
P206,Twitter,24/06/2024,Text,Explore the latest text on Myntra! Trendy styles await.,941,121,458,14115,13838,87,MyntraFashion,MyntraSale,"MyntraFashion,MyntraSale",EndOfSeasonSale,10.77%,1520,10/06/2024,05/07/2024,During,,,,,,,,,,,,,,,,,
P207,Twitter,29/12/2024,Carousel,Explore the latest carousel on Myntra! Trendy styles await.,4274,340,281,34192,33446,129,StyleWithMyntra,FashionDeals,"StyleWithMyntra,FashionDeals",MyntraFestiveEdit,14.32%,4895,05/10/2024,05/11/2024,Before,,,,,,,,,,,,,,,,,
P208,YouTube,24/06/2024,Video,Explore the latest video on Myntra! Trendy styles await.,2949,476,403,44235,43705,135,MyntraTrend,FashionDeals,"MyntraTrend,FashionDeals",FashionUpgrade,8.65%,3828,01/08/2024,31/08/2024,Before,,,,,,,,,,,,,,,,,
P209,Twitter,19/03/2025,Video,Explore the latest video on Myntra! Trendy styles await.,3160,204,297,44240,43666,49,StyleWithMyntra,MyntraTrend,"StyleWithMyntra,MyntraTrend",FashionUpgrade,8.28%,3661,01/08/2024,31/08/2024,Before,,,,,,,,,,,,,,,,,
P210,YouTube,19/02/2025,Image,Explore the latest image on Myntra! Trendy styles await.,257,966,398,3341,2753,287,MyntraTrend,MyntraSale,"MyntraTrend,MyntraSale",FashionUpgrade,48.52%,1621,01/08/2024,31/08/2024,Before,,,,,,,,,,,,,,,,,
P211,Twitter,18/07/2024,Carousel,Explore the latest carousel on Myntra! Trendy styles await.,2120,38,212,12720,12564,21,MyntraTrend,MyntraSale,"MyntraTrend,MyntraSale",FashionUpgrade,18.63%,2370,01/08/2024,31/08/2024,Before,,,,,,,,,,,,,,,,,
P212,YouTube,03/03/2025,Video,Explore the latest video on Myntra! Trendy styles await.,3874,884,19,38740,38552,219,StyleWithMyntra,,StyleWithMyntra,StyleRevolution,12.33%,4777,10/01/2025,10/02/2025,Before,,,,,,,,,,,,,,,,,
P213,Facebook,01/05/2025,Carousel,Explore the latest carousel on Myntra! Trendy styles await.,2696,628,443,45832,45632,248,MyntraSale,,MyntraSale,MyntraFestiveEdit,8.22%,3767,05/10/2024,05/11/2024,Before,,,,,,,,,,,,,,,,,
P214,Instagram,23/12/2024,Image,Explore the latest image on Myntra! Trendy styles await.,521,746,315,4168,3399,282,MyntraSale,,MyntraSale,FashionUpgrade,37.96%,1582,01/08/2024,31/08/2024,Before,,,,,,,,,,,,,,,,,
P215,Facebook,06/05/2025,Image,Explore the latest image on Myntra! Trendy styles await.,4872,925,176,82824,82543,89,MyntraSale,MyntraTrend,"MyntraSale,MyntraTrend",FashionUpgrade,7.21%,5973,01/08/2024,31/08/2024,Before,,,,,,,,,,,,,,,,,
P216,YouTube,29/07/2024,Story,Explore the latest story on Myntra! Trendy styles await.,1509,88,163,30180,29689,119,MyntraTrend,,MyntraTrend,FashionUpgrade,5.83%,1760,01/08/2024,31/08/2024,Before,,,,,,,,,,,,,,,,,
P217,Facebook,03/12/2024,Image,Explore the latest image on Myntra! Trendy styles await.,4606,931,230,92120,91440,56,FashionDeals,MyntraFashion,"FashionDeals,MyntraFashion",MyntraFestiveEdit,6.26%,5767,05/10/2024,05/11/2024,Before,,,,,,,,,,,,,,,,,
P218,Facebook,11/06/2024,Carousel,Explore the latest carousel on Myntra! Trendy styles await.,1869,453,490,14952,14309,275,FashionDeals,StyleWithMyntra,"FashionDeals,StyleWithMyntra",FashionUpgrade,18.81%,2812,01/08/2024,31/08/2024,Before,,,,,,,,,,,,,,,,,
P219,Twitter,28/01/2025,Reel,Explore the latest reel on Myntra! Trendy styles await.,1188,470,174,7128,6145,270,StyleWithMyntra,MyntraFashion,"StyleWithMyntra,MyntraFashion",EndOfSeasonSale,25.70%,1832,10/06/2024,05/07/2024,Before,,,,,,,,,,,,,,,,,
P220,Instagram,02/06/2024,Story,Explore the latest story on Myntra! Trendy styles await.,84,897,85,588,8,12,StyleWithMyntra,,StyleWithMyntra,EndOfSeasonSale,181.29%,1066,10/06/2024,05/07/2024,Before,,,,,,,,,,,,,,,,,
P221,Facebook,23/03/2025,Video,Explore the latest video on Myntra! Trendy styles await.,4453,111,420,31171,30565,23,MyntraTrend,MyntraFashion,"MyntraTrend,MyntraFashion",StyleRevolution,15.99%,4984,10/01/2025,10/02/2025,Before,,,,,,,,,,,,,,,,,
P222,Facebook,08/10/2024,Reel,Explore the latest reel on Myntra! Trendy styles await.,1814,653,363,25396,25286,39,StyleWithMyntra,,StyleWithMyntra,FashionUpgrade,11.14%,2830,01/08/2024,31/08/2024,Before,,,,,,,,,,,,,,,,,
P223,Twitter,12/11/2024,Image,Explore the latest image on Myntra! Trendy styles await.,3338,277,118,60084,59842,252,StyleWithMyntra,,StyleWithMyntra,FashionUpgrade,6.21%,3733,01/08/2024,31/08/2024,Before,,,,,,,,,,,,,,,,,
P224,Facebook,13/05/2025,Image,Explore the latest image on Myntra! Trendy styles await.,602,594,156,4214,3363,164,MyntraSale,,MyntraSale,MyntraFestiveEdit,32.08%,1352,05/10/2024,05/11/2024,Before,,,,,,,,,,,,,,,,,
P225,Twitter,20/06/2024,Carousel,Explore the latest carousel on Myntra! Trendy styles await.,4672,325,32,88768,87833,118,FashionDeals,MyntraSale,"FashionDeals,MyntraSale",MyntraFestiveEdit,5.67%,5029,05/10/2024,05/11/2024,Before,,,,,,,,,,,,,,,,,
P226,Instagram,07/08/2024,Carousel,Explore the latest carousel on Myntra! Trendy styles await.,1741,164,318,8705,8272,121,MyntraSale,,MyntraSale,EndOfSeasonSale,25.54%,2223,10/06/2024,05/07/2024,Before,,,,,,,,,,,,,,,,,
P227,Instagram,12/06/2024,Text,Explore the latest text on Myntra! Trendy styles await.,246,149,130,4674,4390,217,MyntraTrend,FashionDeals,"MyntraTrend,FashionDeals",EndOfSeasonSale,11.23%,525,10/06/2024,05/07/2024,During,,,,,,,,,,,,,,,,,
P228,Instagram,01/07/2024,Story,Explore the latest story on Myntra! Trendy styles await.,4808,772,320,72120,71696,195,MyntraTrend,MyntraSale,"MyntraTrend,MyntraSale",StyleRevolution,8.18%,5900,10/01/2025,10/02/2025,Before,,,,,,,,,,,,,,,,,
P229,Instagram,03/07/2024,Carousel,Explore the latest carousel on Myntra! Trendy styles await.,4799,694,289,43191,42228,118,MyntraTrend,,MyntraTrend,EndOfSeasonSale,13.39%,5782,10/06/2024,05/07/2024,During,,,,,,,,,,,,,,,,,
P230,Facebook,15/07/2024,Reel,Explore the latest reel on Myntra! Trendy styles await.,3663,17,295,51282,50567,84,MyntraSale,,MyntraSale,FashionUpgrade,7.75%,3975,01/08/2024,31/08/2024,Before,,,,,,,,,,,,,,,,,
P231,Instagram,01/05/2025,Text,Explore the latest text on Myntra! Trendy styles await.,1430,376,33,21450,20509,251,FashionDeals,,FashionDeals,MyntraFestiveEdit,8.57%,1839,05/10/2024,05/11/2024,Before,,,,,,,,,,,,,,,,,
P232,Twitter,29/04/2025,Story,Explore the latest story on Myntra! Trendy styles await.,249,592,230,1494,1044,201,MyntraFashion,MyntraTrend,"MyntraFashion,MyntraTrend",StyleRevolution,71.69%,1071,10/01/2025,10/02/2025,Before,,,,,,,,,,,,,,,,,
P233,Facebook,08/03/2025,Image,Explore the latest image on Myntra! Trendy styles await.,2382,265,134,38112,37437,249,FashionDeals,MyntraTrend,"FashionDeals,MyntraTrend",EndOfSeasonSale,7.30%,2781,10/06/2024,05/07/2024,Before,,,,,,,,,,,,,,,,,
P234,Facebook,01/06/2024,Text,Explore the latest text on Myntra! Trendy styles await.,1272,465,99,24168,23719,42,MyntraFashion,FashionDeals,"MyntraFashion,FashionDeals",EndOfSeasonSale,7.60%,1836,10/06/2024,05/07/2024,Before,,,,,,,,,,,,,,,,,
P235,Facebook,22/12/2024,Image,Explore the latest image on Myntra! Trendy styles await.,3196,941,376,35156,34444,241,StyleWithMyntra,MyntraTrend,"StyleWithMyntra,MyntraTrend",StyleRevolution,12.84%,4513,10/01/2025,10/02/2025,Before,,,,,,,,,,,,,,,,,
P236,Facebook,19/08/2024,Text,Explore the latest text on Myntra! Trendy styles await.,1257,19,351,12570,11660,194,StyleWithMyntra,,StyleWithMyntra,FashionUpgrade,12.94%,1627,01/08/2024,31/08/2024,During,,,,,,,,,,,,,,,,,
P237,Instagram,22/10/2024,Story,Explore the latest story on Myntra! Trendy styles await.,3770,917,129,71630,71322,76,MyntraSale,MyntraTrend,"MyntraSale,MyntraTrend",StyleRevolution,6.72%,4816,10/01/2025,10/02/2025,Before,,,,,,,,,,,,,,,,,
P238,Twitter,16/07/2024,Text,Explore the latest text on Myntra! Trendy styles await.,4725,400,362,75600,74927,43,MyntraTrend,MyntraFashion,"MyntraTrend,MyntraFashion",FashionUpgrade,7.26%,5487,01/08/2024,31/08/2024,Before,,,,,,,,,,,,,,,,,
P239,YouTube,24/02/2025,Text,Explore the latest text on Myntra! Trendy styles await.,4188,942,118,20940,20471,102,StyleWithMyntra,,StyleWithMyntra,EndOfSeasonSale,25.06%,5248,10/06/2024,05/07/2024,Before,,,,,,,,,,,,,,,,,
P240,Twitter,26/08/2024,Carousel,Explore the latest carousel on Myntra! Trendy styles await.,929,192,322,16722,15996,145,MyntraFashion,,MyntraFashion,MyntraFestiveEdit,8.63%,1443,05/10/2024,05/11/2024,Before,,,,,,,,,,,,,,,,,
P241,Facebook,18/01/2025,Story,Explore the latest story on Myntra! Trendy styles await.,4321,874,172,30247,29254,122,MyntraSale,MyntraFashion,"MyntraSale,MyntraFashion",MyntraFestiveEdit,17.74%,5367,05/10/2024,05/11/2024,Before,,,,,,,,,,,,,,,,,
P242,Facebook,07/07/2024,Reel,Explore the latest reel on Myntra! Trendy styles await.,4767,190,340,28602,28044,210,FashionDeals,,FashionDeals,StyleRevolution,18.52%,5297,10/01/2025,10/02/2025,Before,,,,,,,,,,,,,,,,,
P243,Twitter,06/03/2025,Image,Explore the latest image on Myntra! Trendy styles await.,3592,911,375,50288,49490,32,StyleWithMyntra,,StyleWithMyntra,EndOfSeasonSale,9.70%,4878,10/06/2024,05/07/2024,Before,,,,,,,,,,,,,,,,,
P244,YouTube,25/10/2024,Video,Explore the latest video on Myntra! Trendy styles await.,4661,935,433,23305,22583,63,StyleWithMyntra,FashionDeals,"StyleWithMyntra,FashionDeals",FashionUpgrade,25.87%,6029,01/08/2024,31/08/2024,Before,,,,,,,,,,,,,,,,,
P245,Facebook,12/01/2025,Reel,Explore the latest reel on Myntra! Trendy styles await.,4134,824,99,41340,41050,177,MyntraFashion,,MyntraFashion,EndOfSeasonSale,12.23%,5057,10/06/2024,05/07/2024,Before,,,,,,,,,,,,,,,,,
P246,Facebook,11/10/2024,Image,Explore the latest image on Myntra! Trendy styles await.,400,680,434,6400,5472,160,MyntraSale,MyntraTrend,"MyntraSale,MyntraTrend",EndOfSeasonSale,23.66%,1514,10/06/2024,05/07/2024,Before,,,,,,,,,,,,,,,,,
P247,Facebook,27/08/2024,Reel,Explore the latest reel on Myntra! Trendy styles await.,3960,266,8,35640,34850,208,MyntraTrend,MyntraFashion,"MyntraTrend,MyntraFashion",StyleRevolution,11.88%,4234,10/01/2025,10/02/2025,Before,,,,,,,,,,,,,,,,,
P248,Facebook,02/02/2025,Story,Explore the latest story on Myntra! Trendy styles await.,886,126,153,4430,4037,212,MyntraSale,,MyntraSale,MyntraFestiveEdit,26.30%,1165,05/10/2024,05/11/2024,Before,,,,,,,,,,,,,,,,,
P249,Twitter,18/07/2024,Image,Explore the latest image on Myntra! Trendy styles await.,827,77,402,14886,14129,254,StyleWithMyntra,,StyleWithMyntra,EndOfSeasonSale,8.77%,1306,10/06/2024,05/07/2024,Before,,,,,,,,,,,,,,,,,
P250,Facebook,22/06/2024,Reel,Explore the latest reel on Myntra! Trendy styles await.,3813,935,274,68634,68488,251,FashionDeals,MyntraTrend,"FashionDeals,MyntraTrend",FashionUpgrade,7.32%,5022,01/08/2024,31/08/2024,Before,,,,,,,,,,,,,,,,,
P251,Instagram,27/03/2025,Carousel,Explore the latest carousel on Myntra! Trendy styles await.,1377,796,387,22032,21869,189,FashionDeals,MyntraFashion,"FashionDeals,MyntraFashion",MyntraFestiveEdit,11.62%,2560,05/10/2024,05/11/2024,Before,,,,,,,,,,,,,,,,,
P252,Facebook,28/04/2025,Carousel,Explore the latest carousel on Myntra! Trendy styles await.,2089,476,69,16712,16309,64,StyleWithMyntra,MyntraSale,"StyleWithMyntra,MyntraSale",FashionUpgrade,15.76%,2634,01/08/2024,31/08/2024,Before,,,,,,,,,,,,,,,,,
P253,Twitter,03/08/2024,Reel,Explore the latest reel on Myntra! Trendy styles await.,3791,593,228,53074,52613,205,StyleWithMyntra,FashionDeals,"StyleWithMyntra,FashionDeals",FashionUpgrade,8.69%,4612,01/08/2024,31/08/2024,During,,,,,,,,,,,,,,,,,
P254,Twitter,14/01/2025,Image,Explore the latest image on Myntra! Trendy styles await.,2692,115,64,21536,21120,224,FashionDeals,MyntraTrend,"FashionDeals,MyntraTrend",StyleRevolution,13.33%,2871,10/01/2025,10/02/2025,During,,,,,,,,,,,,,,,,,
P255,Facebook,03/04/2025,Story,Explore the latest story on Myntra! Trendy styles await.,3767,514,238,37670,36807,226,StyleWithMyntra,FashionDeals,"StyleWithMyntra,FashionDeals",FashionUpgrade,12.00%,4519,01/08/2024,31/08/2024,Before,,,,,,,,,,,,,,,,,
P256,YouTube,18/09/2024,Carousel,Explore the latest carousel on Myntra! Trendy styles await.,2143,12,204,40717,40125,248,FashionDeals,MyntraSale,"FashionDeals,MyntraSale",StyleRevolution,5.79%,2359,10/01/2025,10/02/2025,Before,,,,,,,,,,,,,,,,,
P257,Facebook,06/04/2025,Image,Explore the latest image on Myntra! Trendy styles await.,3090,697,164,49440,48524,25,FashionDeals,StyleWithMyntra,"FashionDeals,StyleWithMyntra",StyleRevolution,7.99%,3951,10/01/2025,10/02/2025,Before,,,,,,,,,,,,,,,,,
P258,Instagram,05/08/2024,Story,Explore the latest story on Myntra! Trendy styles await.,3601,695,75,21606,21454,172,StyleWithMyntra,,StyleWithMyntra,EndOfSeasonSale,20.23%,4371,10/06/2024,05/07/2024,Before,,,,,,,,,,,,,,,,,
P259,Facebook,10/02/2025,Text,Explore the latest text on Myntra! Trendy styles await.,562,158,149,3372,2940,93,FashionDeals,MyntraSale,"FashionDeals,MyntraSale",StyleRevolution,25.77%,869,10/01/2025,10/02/2025,During,,,,,,,,,,,,,,,,,
P260,Instagram,12/02/2025,Story,Explore the latest story on Myntra! Trendy styles await.,4332,771,219,60648,60397,10,MyntraFashion,,MyntraFashion,MyntraFestiveEdit,8.78%,5322,05/10/2024,05/11/2024,Before,,,,,,,,,,,,,,,,,
P261,Instagram,27/10/2024,Image,Explore the latest image on Myntra! Trendy styles await.,4853,837,340,72795,72237,170,MyntraSale,,MyntraSale,EndOfSeasonSale,8.28%,6030,10/06/2024,05/07/2024,Before,,,,,,,,,,,,,,,,,
P262,YouTube,18/01/2025,Image,Explore the latest image on Myntra! Trendy styles await.,1206,238,36,9648,9417,237,MyntraSale,StyleWithMyntra,"MyntraSale,StyleWithMyntra",MyntraFestiveEdit,15.34%,1480,05/10/2024,05/11/2024,Before,,,,,,,,,,,,,,,,,
P263,Instagram,20/08/2024,Reel,Explore the latest reel on Myntra! Trendy styles await.,2603,690,205,13015,12130,20,MyntraTrend,,MyntraTrend,FashionUpgrade,26.88%,3498,01/08/2024,31/08/2024,During,,,,,,,,,,,,,,,,,
P264,Twitter,30/01/2025,Image,Explore the latest image on Myntra! Trendy styles await.,59,163,93,590,475,293,MyntraTrend,,MyntraTrend,StyleRevolution,53.39%,315,10/01/2025,10/02/2025,During,,,,,,,,,,,,,,,,,
P265,Twitter,20/02/2025,Carousel,Explore the latest carousel on Myntra! Trendy styles await.,1877,745,225,11262,10967,41,StyleWithMyntra,MyntraSale,"StyleWithMyntra,MyntraSale",FashionUpgrade,25.28%,2847,01/08/2024,31/08/2024,Before,,,,,,,,,,,,,,,,,
P266,Facebook,25/11/2024,Story,Explore the latest story on Myntra! Trendy styles await.,4182,640,240,50184,49351,10,MyntraSale,StyleWithMyntra,"MyntraSale,StyleWithMyntra",MyntraFestiveEdit,10.09%,5062,05/10/2024,05/11/2024,Before,,,,,,,,,,,,,,,,,
P267,Twitter,04/10/2024,Reel,Explore the latest reel on Myntra! Trendy styles await.,4187,66,31,66992,66614,62,StyleWithMyntra,,StyleWithMyntra,StyleRevolution,6.39%,4284,10/01/2025,10/02/2025,Before,,,,,,,,,,,,,,,,,
P268,Instagram,13/04/2025,Reel,Explore the latest reel on Myntra! Trendy styles await.,4579,125,300,59527,59400,269,StyleWithMyntra,MyntraFashion,"StyleWithMyntra,MyntraFashion",FashionUpgrade,8.41%,5004,01/08/2024,31/08/2024,Before,,,,,,,,,,,,,,,,,
P269,Instagram,05/11/2024,Video,Explore the latest video on Myntra! Trendy styles await.,4561,51,441,22805,21890,45,StyleWithMyntra,,StyleWithMyntra,EndOfSeasonSale,22.16%,5053,10/06/2024,05/07/2024,Before,,,,,,,,,,,,,,,,,
P270,YouTube,15/01/2025,Reel,Explore the latest reel on Myntra! Trendy styles await.,3774,239,39,60384,59490,241,FashionDeals,,FashionDeals,MyntraFestiveEdit,6.71%,4052,05/10/2024,05/11/2024,Before,,,,,,,,,,,,,,,,,
P271,Instagram,17/10/2024,Video,Explore the latest video on Myntra! Trendy styles await.,3575,749,111,21450,20785,195,FashionDeals,,FashionDeals,MyntraFestiveEdit,20.68%,4435,05/10/2024,05/11/2024,During,,,,,,,,,,,,,,,,,
P272,Instagram,27/03/2025,Text,Explore the latest text on Myntra! Trendy styles await.,4941,414,266,39528,39154,217,MyntraSale,,MyntraSale,EndOfSeasonSale,14.22%,5621,10/06/2024,05/07/2024,Before,,,,,,,,,,,,,,,,,
P273,YouTube,12/10/2024,Story,Explore the latest story on Myntra! Trendy styles await.,3641,226,46,40051,39319,296,MyntraTrend,,MyntraTrend,EndOfSeasonSale,9.77%,3913,10/06/2024,05/07/2024,Before,,,,,,,,,,,,,,,,,
P274,Twitter,01/01/2025,Carousel,Explore the latest carousel on Myntra! Trendy styles await.,3535,494,152,53025,52791,44,MyntraTrend,StyleWithMyntra,"MyntraTrend,StyleWithMyntra",EndOfSeasonSale,7.88%,4181,10/06/2024,05/07/2024,Before,,,,,,,,,,,,,,,,,
P275,Facebook,05/08/2024,Reel,Explore the latest reel on Myntra! Trendy styles await.,1741,831,345,17410,16844,58,MyntraFashion,FashionDeals,"MyntraFashion,FashionDeals",StyleRevolution,16.75%,2917,10/01/2025,10/02/2025,Before,,,,,,,,,,,,,,,,,
P276,Twitter,07/06/2024,Carousel,Explore the latest carousel on Myntra! Trendy styles await.,1556,195,131,9336,8875,137,MyntraFashion,,MyntraFashion,EndOfSeasonSale,20.16%,1882,10/06/2024,05/07/2024,Before,,,,,,,,,,,,,,,,,
P277,Facebook,06/04/2025,Image,Explore the latest image on Myntra! Trendy styles await.,4236,711,298,21180,20516,238,MyntraTrend,MyntraSale,"MyntraTrend,MyntraSale",StyleRevolution,24.76%,5245,10/01/2025,10/02/2025,Before,,,,,,,,,,,,,,,,,
P278,Twitter,26/11/2024,Text,Explore the latest text on Myntra! Trendy styles await.,4516,836,169,49676,49257,282,MyntraTrend,,MyntraTrend,FashionUpgrade,11.11%,5521,01/08/2024,31/08/2024,Before,,,,,,,,,,,,,,,,,
P279,YouTube,02/09/2024,Image,Explore the latest image on Myntra! Trendy styles await.,4905,845,129,98100,97772,279,MyntraTrend,,MyntraTrend,StyleRevolution,5.99%,5879,10/01/2025,10/02/2025,Before,,,,,,,,,,,,,,,,,
P280,YouTube,21/10/2024,Video,Explore the latest video on Myntra! Trendy styles await.,4275,680,385,64125,63650,104,StyleWithMyntra,,StyleWithMyntra,StyleRevolution,8.33%,5340,10/01/2025,10/02/2025,Before,,,,,,,,,,,,,,,,,
P281,YouTube,22/03/2025,Image,Explore the latest image on Myntra! Trendy styles await.,3166,90,341,56988,56125,135,MyntraFashion,StyleWithMyntra,"MyntraFashion,StyleWithMyntra",EndOfSeasonSale,6.31%,3597,10/06/2024,05/07/2024,Before,,,,,,,,,,,,,,,,,
P282,Instagram,03/10/2024,Video,Explore the latest video on Myntra! Trendy styles await.,1488,417,168,19344,18395,30,MyntraSale,,MyntraSale,FashionUpgrade,10.72%,2073,01/08/2024,31/08/2024,Before,,,,,,,,,,,,,,,,,
P283,Twitter,09/05/2025,Reel,Explore the latest reel on Myntra! Trendy styles await.,3367,302,57,63973,63789,157,MyntraTrend,MyntraFashion,"MyntraTrend,MyntraFashion",MyntraFestiveEdit,5.82%,3726,05/10/2024,05/11/2024,Before,,,,,,,,,,,,,,,,,
P284,Twitter,17/09/2024,Text,Explore the latest text on Myntra! Trendy styles await.,571,190,352,9707,9418,231,FashionDeals,,FashionDeals,EndOfSeasonSale,11.47%,1113,10/06/2024,05/07/2024,Before,,,,,,,,,,,,,,,,,
P285,YouTube,18/07/2024,Text,Explore the latest text on Myntra! Trendy styles await.,4021,794,77,36189,35505,174,FashionDeals,StyleWithMyntra,"FashionDeals,StyleWithMyntra",FashionUpgrade,13.52%,4892,01/08/2024,31/08/2024,Before,,,,,,,,,,,,,,,,,
P286,YouTube,25/09/2024,Video,Explore the latest video on Myntra! Trendy styles await.,3389,344,229,20334,19443,228,MyntraFashion,MyntraSale,"MyntraFashion,MyntraSale",EndOfSeasonSale,19.48%,3962,10/06/2024,05/07/2024,Before,,,,,,,,,,,,,,,,,
P287,Instagram,15/08/2024,Reel,Explore the latest reel on Myntra! Trendy styles await.,1164,616,324,6984,6636,82,MyntraFashion,MyntraTrend,"MyntraFashion,MyntraTrend",MyntraFestiveEdit,30.13%,2104,05/10/2024,05/11/2024,Before,,,,,,,,,,,,,,,,,
P288,YouTube,17/04/2025,Carousel,Explore the latest carousel on Myntra! Trendy styles await.,4780,691,380,86040,85743,262,MyntraFashion,FashionDeals,"MyntraFashion,FashionDeals",MyntraFestiveEdit,6.80%,5851,05/10/2024,05/11/2024,Before,,,,,,,,,,,,,,,,,
P289,Facebook,28/11/2024,Carousel,Explore the latest carousel on Myntra! Trendy styles await.,2751,33,430,44016,43415,129,MyntraTrend,StyleWithMyntra,"MyntraTrend,StyleWithMyntra",EndOfSeasonSale,7.30%,3214,10/06/2024,05/07/2024,Before,,,,,,,,,,,,,,,,,
P290,Instagram,20/12/2024,Carousel,Explore the latest carousel on Myntra! Trendy styles await.,2107,550,349,35819,35340,191,MyntraTrend,,MyntraTrend,MyntraFestiveEdit,8.39%,3006,05/10/2024,05/11/2024,Before,,,,,,,,,,,,,,,,,
P291,Facebook,06/11/2024,Video,Explore the latest video on Myntra! Trendy styles await.,4663,145,225,69945,69596,35,MyntraFashion,,MyntraFashion,EndOfSeasonSale,7.20%,5033,10/06/2024,05/07/2024,Before,,,,,,,,,,,,,,,,,
P292,Facebook,17/11/2024,Text,Explore the latest text on Myntra! Trendy styles await.,880,297,345,12320,11978,238,MyntraSale,,MyntraSale,EndOfSeasonSale,12.35%,1522,10/06/2024,05/07/2024,Before,,,,,,,,,,,,,,,,,
P293,Facebook,14/05/2025,Text,Explore the latest text on Myntra! Trendy styles await.,2634,726,241,28974,28102,277,StyleWithMyntra,,StyleWithMyntra,MyntraFestiveEdit,12.43%,3601,05/10/2024,05/11/2024,Before,,,,,,,,,,,,,,,,,
P294,Facebook,19/06/2024,Carousel,Explore the latest carousel on Myntra! Trendy styles await.,4731,173,276,28386,28185,89,MyntraTrend,MyntraFashion,"MyntraTrend,MyntraFashion",StyleRevolution,18.25%,5180,10/01/2025,10/02/2025,Before,,,,,,,,,,,,,,,,,
P295,Twitter,06/05/2025,Image,Explore the latest image on Myntra! Trendy styles await.,1952,344,287,15616,15403,235,MyntraSale,MyntraFashion,"MyntraSale,MyntraFashion",MyntraFestiveEdit,16.54%,2583,05/10/2024,05/11/2024,Before,,,,,,,,,,,,,,,,,
P296,Twitter,11/02/2025,Video,Explore the latest video on Myntra! Trendy styles await.,3440,13,20,58480,58146,210,MyntraFashion,FashionDeals,"MyntraFashion,FashionDeals",FashionUpgrade,5.94%,3473,01/08/2024,31/08/2024,Before,,,,,,,,,,,,,,,,,
P297,Twitter,24/12/2024,Text,Explore the latest text on Myntra! Trendy styles await.,2166,354,117,10830,10245,24,StyleWithMyntra,MyntraTrend,"StyleWithMyntra,MyntraTrend",FashionUpgrade,24.35%,2637,01/08/2024,31/08/2024,Before,,,,,,,,,,,,,,,,,
P298,Facebook,24/10/2024,Image,Explore the latest image on Myntra! Trendy styles await.,4303,451,286,86060,85823,14,MyntraSale,,MyntraSale,EndOfSeasonSale,5.86%,5040,10/06/2024,05/07/2024,Before,,,,,,,,,,,,,,,,,
P299,Facebook,26/08/2024,Image,Explore the latest image on Myntra! Trendy styles await.,2581,517,117,23229,22331,70,MyntraSale,StyleWithMyntra,"MyntraSale,StyleWithMyntra",EndOfSeasonSale,13.84%,3215,10/06/2024,05/07/2024,Before,,,,,,,,,,,,,,,,,
P300,Twitter,31/08/2024,Carousel,Explore the latest carousel on Myntra! Trendy styles await.,4494,717,45,62916,62688,191,MyntraFashion,,MyntraFashion,FashionUpgrade,8.35%,5256,01/08/2024,31/08/2024,During,,,,,,,,,,,,,,,,,
